idx,file_name_list,speakers,visual_features,acoustic_features,lexical_features,emotion_labels
491,Ses02M_impro08_F030,F02,/features/visual_features/Session2/Ses02M_impro08/Ses02M_impro08_F030.npy,/features/acoustic_features/Session2/Ses02M_impro08/Ses02M_impro08_F030.npy,/features/lexical_features/Session2/Ses02M_impro08/Ses02M_impro08_F030.npy,2
15,Ses01F_impro03_F008,F01,/features/visual_features/Session1/Ses01F_impro03/Ses01F_impro03_F008.npy,/features/acoustic_features/Session1/Ses01F_impro03/Ses01F_impro03_F008.npy,/features/lexical_features/Session1/Ses01F_impro03/Ses01F_impro03_F008.npy,2
260,Ses01M_script02_1_F009,F01,/features/visual_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F009.npy,/features/acoustic_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F009.npy,/features/lexical_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F009.npy,2
488,Ses02M_impro07_M023,M02,/features/visual_features/Session2/Ses02M_impro07/Ses02M_impro07_M023.npy,/features/acoustic_features/Session2/Ses02M_impro07/Ses02M_impro07_M023.npy,/features/lexical_features/Session2/Ses02M_impro07/Ses02M_impro07_M023.npy,2
1067,Ses05F_impro03_F034,F05,/features/visual_features/Session5/Ses05F_impro03/Ses05F_impro03_F034.npy,/features/acoustic_features/Session5/Ses05F_impro03/Ses05F_impro03_F034.npy,/features/lexical_features/Session5/Ses05F_impro03/Ses05F_impro03_F034.npy,2
484,Ses02M_impro07_F015,F02,/features/visual_features/Session2/Ses02M_impro07/Ses02M_impro07_F015.npy,/features/acoustic_features/Session2/Ses02M_impro07/Ses02M_impro07_F015.npy,/features/lexical_features/Session2/Ses02M_impro07/Ses02M_impro07_F015.npy,2
814,Ses03M_script02_2_F046,F03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F046.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F046.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F046.npy,2
386,Ses02F_script01_3_F029,F02,/features/visual_features/Session2/Ses02F_script01_3/Ses02F_script01_3_F029.npy,/features/acoustic_features/Session2/Ses02F_script01_3/Ses02F_script01_3_F029.npy,/features/lexical_features/Session2/Ses02F_script01_3/Ses02F_script01_3_F029.npy,2
933,Ses04F_script02_1_M000,M04,/features/visual_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M000.npy,/features/acoustic_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M000.npy,/features/lexical_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M000.npy,2
18,Ses01F_impro03_F021,F01,/features/visual_features/Session1/Ses01F_impro03/Ses01F_impro03_F021.npy,/features/acoustic_features/Session1/Ses01F_impro03/Ses01F_impro03_F021.npy,/features/lexical_features/Session1/Ses01F_impro03/Ses01F_impro03_F021.npy,2
702,Ses03M_impro03_F025,F03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_F025.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_F025.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_F025.npy,2
488,Ses02M_impro07_M023,M02,/features/visual_features/Session2/Ses02M_impro07/Ses02M_impro07_M023.npy,/features/acoustic_features/Session2/Ses02M_impro07/Ses02M_impro07_M023.npy,/features/lexical_features/Session2/Ses02M_impro07/Ses02M_impro07_M023.npy,2
567,Ses03F_impro03_F014,F03,/features/visual_features/Session3/Ses03F_impro03/Ses03F_impro03_F014.npy,/features/acoustic_features/Session3/Ses03F_impro03/Ses03F_impro03_F014.npy,/features/lexical_features/Session3/Ses03F_impro03/Ses03F_impro03_F014.npy,2
1073,Ses05F_impro03_M038,M05,/features/visual_features/Session5/Ses05F_impro03/Ses05F_impro03_M038.npy,/features/acoustic_features/Session5/Ses05F_impro03/Ses05F_impro03_M038.npy,/features/lexical_features/Session5/Ses05F_impro03/Ses05F_impro03_M038.npy,2
648,Ses03F_script01_3_M010,M03,/features/visual_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M010.npy,/features/acoustic_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M010.npy,/features/lexical_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M010.npy,2
284,Ses01M_script03_1_F030,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F030.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F030.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F030.npy,2
1037,Ses04M_script03_2_F002,F04,/features/visual_features/Session4/Ses04M_script03_2/Ses04M_script03_2_F002.npy,/features/acoustic_features/Session4/Ses04M_script03_2/Ses04M_script03_2_F002.npy,/features/lexical_features/Session4/Ses04M_script03_2/Ses04M_script03_2_F002.npy,2
931,Ses04F_script01_3_M047,M04,/features/visual_features/Session4/Ses04F_script01_3/Ses04F_script01_3_M047.npy,/features/acoustic_features/Session4/Ses04F_script01_3/Ses04F_script01_3_M047.npy,/features/lexical_features/Session4/Ses04F_script01_3/Ses04F_script01_3_M047.npy,2
285,Ses01M_script03_1_F037,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F037.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F037.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F037.npy,2
605,Ses03F_impro07_F025,F03,/features/visual_features/Session3/Ses03F_impro07/Ses03F_impro07_F025.npy,/features/acoustic_features/Session3/Ses03F_impro07/Ses03F_impro07_F025.npy,/features/lexical_features/Session3/Ses03F_impro07/Ses03F_impro07_F025.npy,2
921,Ses04F_script01_3_F013,F04,/features/visual_features/Session4/Ses04F_script01_3/Ses04F_script01_3_F013.npy,/features/acoustic_features/Session4/Ses04F_script01_3/Ses04F_script01_3_F013.npy,/features/lexical_features/Session4/Ses04F_script01_3/Ses04F_script01_3_F013.npy,2
602,Ses03F_impro07_F005,F03,/features/visual_features/Session3/Ses03F_impro07/Ses03F_impro07_F005.npy,/features/acoustic_features/Session3/Ses03F_impro07/Ses03F_impro07_F005.npy,/features/lexical_features/Session3/Ses03F_impro07/Ses03F_impro07_F005.npy,2
1309,Ses05M_script02_2_F034,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F034.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F034.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F034.npy,2
1261,Ses05M_impro07_F023,F05,/features/visual_features/Session5/Ses05M_impro07/Ses05M_impro07_F023.npy,/features/acoustic_features/Session5/Ses05M_impro07/Ses05M_impro07_F023.npy,/features/lexical_features/Session5/Ses05M_impro07/Ses05M_impro07_F023.npy,2
350,Ses02F_impro07_M018,M02,/features/visual_features/Session2/Ses02F_impro07/Ses02F_impro07_M018.npy,/features/acoustic_features/Session2/Ses02F_impro07/Ses02F_impro07_M018.npy,/features/lexical_features/Session2/Ses02F_impro07/Ses02F_impro07_M018.npy,2
536,Ses02M_script02_2_M045,M02,/features/visual_features/Session2/Ses02M_script02_2/Ses02M_script02_2_M045.npy,/features/acoustic_features/Session2/Ses02M_script02_2/Ses02M_script02_2_M045.npy,/features/lexical_features/Session2/Ses02M_script02_2/Ses02M_script02_2_M045.npy,2
644,Ses03F_script01_3_F001,F03,/features/visual_features/Session3/Ses03F_script01_3/Ses03F_script01_3_F001.npy,/features/acoustic_features/Session3/Ses03F_script01_3/Ses03F_script01_3_F001.npy,/features/lexical_features/Session3/Ses03F_script01_3/Ses03F_script01_3_F001.npy,2
664,Ses03F_script02_2_F023,F03,/features/visual_features/Session3/Ses03F_script02_2/Ses03F_script02_2_F023.npy,/features/acoustic_features/Session3/Ses03F_script02_2/Ses03F_script02_2_F023.npy,/features/lexical_features/Session3/Ses03F_script02_2/Ses03F_script02_2_F023.npy,2
122,Ses01F_script02_1_M044,M01,/features/visual_features/Session1/Ses01F_script02_1/Ses01F_script02_1_M044.npy,/features/acoustic_features/Session1/Ses01F_script02_1/Ses01F_script02_1_M044.npy,/features/lexical_features/Session1/Ses01F_script02_1/Ses01F_script02_1_M044.npy,2
319,Ses02F_impro03_F018,F02,/features/visual_features/Session2/Ses02F_impro03/Ses02F_impro03_F018.npy,/features/acoustic_features/Session2/Ses02F_impro03/Ses02F_impro03_F018.npy,/features/lexical_features/Session2/Ses02F_impro03/Ses02F_impro03_F018.npy,2
810,Ses03M_script01_3_M046,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M046.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M046.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M046.npy,2
705,Ses03M_impro03_M015,M03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_M015.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_M015.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_M015.npy,2
648,Ses03F_script01_3_M010,M03,/features/visual_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M010.npy,/features/acoustic_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M010.npy,/features/lexical_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M010.npy,2
1063,Ses05F_impro03_F029,F05,/features/visual_features/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,/features/acoustic_features/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,/features/lexical_features/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,2
318,Ses02F_impro03_F016,F02,/features/visual_features/Session2/Ses02F_impro03/Ses02F_impro03_F016.npy,/features/acoustic_features/Session2/Ses02F_impro03/Ses02F_impro03_F016.npy,/features/lexical_features/Session2/Ses02F_impro03/Ses02F_impro03_F016.npy,2
280,Ses01M_script03_1_F004,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,2
762,Ses03M_impro07_F019,F03,/features/visual_features/Session3/Ses03M_impro07/Ses03M_impro07_F019.npy,/features/acoustic_features/Session3/Ses03M_impro07/Ses03M_impro07_F019.npy,/features/lexical_features/Session3/Ses03M_impro07/Ses03M_impro07_F019.npy,2
922,Ses04F_script01_3_F014,F04,/features/visual_features/Session4/Ses04F_script01_3/Ses04F_script01_3_F014.npy,/features/acoustic_features/Session4/Ses04F_script01_3/Ses04F_script01_3_F014.npy,/features/lexical_features/Session4/Ses04F_script01_3/Ses04F_script01_3_F014.npy,2
111,Ses01F_script01_3_M010,M01,/features/visual_features/Session1/Ses01F_script01_3/Ses01F_script01_3_M010.npy,/features/acoustic_features/Session1/Ses01F_script01_3/Ses01F_script01_3_M010.npy,/features/lexical_features/Session1/Ses01F_script01_3/Ses01F_script01_3_M010.npy,2
567,Ses03F_impro03_F014,F03,/features/visual_features/Session3/Ses03F_impro03/Ses03F_impro03_F014.npy,/features/acoustic_features/Session3/Ses03F_impro03/Ses03F_impro03_F014.npy,/features/lexical_features/Session3/Ses03F_impro03/Ses03F_impro03_F014.npy,2
1160,Ses05F_script01_3_M000,M05,/features/visual_features/Session5/Ses05F_script01_3/Ses05F_script01_3_M000.npy,/features/acoustic_features/Session5/Ses05F_script01_3/Ses05F_script01_3_M000.npy,/features/lexical_features/Session5/Ses05F_script01_3/Ses05F_script01_3_M000.npy,2
15,Ses01F_impro03_F008,F01,/features/visual_features/Session1/Ses01F_impro03/Ses01F_impro03_F008.npy,/features/acoustic_features/Session1/Ses01F_impro03/Ses01F_impro03_F008.npy,/features/lexical_features/Session1/Ses01F_impro03/Ses01F_impro03_F008.npy,2
21,Ses01F_impro03_F024,F01,/features/visual_features/Session1/Ses01F_impro03/Ses01F_impro03_F024.npy,/features/acoustic_features/Session1/Ses01F_impro03/Ses01F_impro03_F024.npy,/features/lexical_features/Session1/Ses01F_impro03/Ses01F_impro03_F024.npy,2
13,Ses01F_impro03_F005,F01,/features/visual_features/Session1/Ses01F_impro03/Ses01F_impro03_F005.npy,/features/acoustic_features/Session1/Ses01F_impro03/Ses01F_impro03_F005.npy,/features/lexical_features/Session1/Ses01F_impro03/Ses01F_impro03_F005.npy,2
13,Ses01F_impro03_F005,F01,/features/visual_features/Session1/Ses01F_impro03/Ses01F_impro03_F005.npy,/features/acoustic_features/Session1/Ses01F_impro03/Ses01F_impro03_F005.npy,/features/lexical_features/Session1/Ses01F_impro03/Ses01F_impro03_F005.npy,2
516,Ses02M_script01_3_F028,F02,/features/visual_features/Session2/Ses02M_script01_3/Ses02M_script01_3_F028.npy,/features/acoustic_features/Session2/Ses02M_script01_3/Ses02M_script01_3_F028.npy,/features/lexical_features/Session2/Ses02M_script01_3/Ses02M_script01_3_F028.npy,2
460,Ses02M_impro03_M015,M02,/features/visual_features/Session2/Ses02M_impro03/Ses02M_impro03_M015.npy,/features/acoustic_features/Session2/Ses02M_impro03/Ses02M_impro03_M015.npy,/features/lexical_features/Session2/Ses02M_impro03/Ses02M_impro03_M015.npy,2
379,Ses02F_script01_3_F013,F02,/features/visual_features/Session2/Ses02F_script01_3/Ses02F_script01_3_F013.npy,/features/acoustic_features/Session2/Ses02F_script01_3/Ses02F_script01_3_F013.npy,/features/lexical_features/Session2/Ses02F_script01_3/Ses02F_script01_3_F013.npy,2
13,Ses01F_impro03_F005,F01,/features/visual_features/Session1/Ses01F_impro03/Ses01F_impro03_F005.npy,/features/acoustic_features/Session1/Ses01F_impro03/Ses01F_impro03_F005.npy,/features/lexical_features/Session1/Ses01F_impro03/Ses01F_impro03_F005.npy,2
1063,Ses05F_impro03_F029,F05,/features/visual_features/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,/features/acoustic_features/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,/features/lexical_features/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,2
604,Ses03F_impro07_F013,F03,/features/visual_features/Session3/Ses03F_impro07/Ses03F_impro07_F013.npy,/features/acoustic_features/Session3/Ses03F_impro07/Ses03F_impro07_F013.npy,/features/lexical_features/Session3/Ses03F_impro07/Ses03F_impro07_F013.npy,2
112,Ses01F_script01_3_M019,M01,/features/visual_features/Session1/Ses01F_script01_3/Ses01F_script01_3_M019.npy,/features/acoustic_features/Session1/Ses01F_script01_3/Ses01F_script01_3_M019.npy,/features/lexical_features/Session1/Ses01F_script01_3/Ses01F_script01_3_M019.npy,2
651,Ses03F_script01_3_M021,M03,/features/visual_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M021.npy,/features/acoustic_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M021.npy,/features/lexical_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M021.npy,2
688,Ses03M_impro02_F000,F03,/features/visual_features/Session3/Ses03M_impro02/Ses03M_impro02_F000.npy,/features/acoustic_features/Session3/Ses03M_impro02/Ses03M_impro02_F000.npy,/features/lexical_features/Session3/Ses03M_impro02/Ses03M_impro02_F000.npy,2
83,Ses01F_impro07_M019,M01,/features/visual_features/Session1/Ses01F_impro07/Ses01F_impro07_M019.npy,/features/acoustic_features/Session1/Ses01F_impro07/Ses01F_impro07_M019.npy,/features/lexical_features/Session1/Ses01F_impro07/Ses01F_impro07_M019.npy,2
934,Ses04F_script02_1_M011,M04,/features/visual_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M011.npy,/features/acoustic_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M011.npy,/features/lexical_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M011.npy,2
934,Ses04F_script02_1_M011,M04,/features/visual_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M011.npy,/features/acoustic_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M011.npy,/features/lexical_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M011.npy,2
14,Ses01F_impro03_F006,F01,/features/visual_features/Session1/Ses01F_impro03/Ses01F_impro03_F006.npy,/features/acoustic_features/Session1/Ses01F_impro03/Ses01F_impro03_F006.npy,/features/lexical_features/Session1/Ses01F_impro03/Ses01F_impro03_F006.npy,2
284,Ses01M_script03_1_F030,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F030.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F030.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F030.npy,2
488,Ses02M_impro07_M023,M02,/features/visual_features/Session2/Ses02M_impro07/Ses02M_impro07_M023.npy,/features/acoustic_features/Session2/Ses02M_impro07/Ses02M_impro07_M023.npy,/features/lexical_features/Session2/Ses02M_impro07/Ses02M_impro07_M023.npy,2
1078,Ses05F_impro03_M068,M05,/features/visual_features/Session5/Ses05F_impro03/Ses05F_impro03_M068.npy,/features/acoustic_features/Session5/Ses05F_impro03/Ses05F_impro03_M068.npy,/features/lexical_features/Session5/Ses05F_impro03/Ses05F_impro03_M068.npy,2
540,Ses02M_script03_1_F025,F02,/features/visual_features/Session2/Ses02M_script03_1/Ses02M_script03_1_F025.npy,/features/acoustic_features/Session2/Ses02M_script03_1/Ses02M_script03_1_F025.npy,/features/lexical_features/Session2/Ses02M_script03_1/Ses02M_script03_1_F025.npy,2
569,Ses03F_impro03_F018,F03,/features/visual_features/Session3/Ses03F_impro03/Ses03F_impro03_F018.npy,/features/acoustic_features/Session3/Ses03F_impro03/Ses03F_impro03_F018.npy,/features/lexical_features/Session3/Ses03F_impro03/Ses03F_impro03_F018.npy,2
708,Ses03M_impro03_M031,M03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_M031.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_M031.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_M031.npy,2
121,Ses01F_script02_1_M043,M01,/features/visual_features/Session1/Ses01F_script02_1/Ses01F_script02_1_M043.npy,/features/acoustic_features/Session1/Ses01F_script02_1/Ses01F_script02_1_M043.npy,/features/lexical_features/Session1/Ses01F_script02_1/Ses01F_script02_1_M043.npy,2
959,Ses04M_impro03_F024,F04,/features/visual_features/Session4/Ses04M_impro03/Ses04M_impro03_F024.npy,/features/acoustic_features/Session4/Ses04M_impro03/Ses04M_impro03_F024.npy,/features/lexical_features/Session4/Ses04M_impro03/Ses04M_impro03_F024.npy,2
280,Ses01M_script03_1_F004,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,2
1309,Ses05M_script02_2_F034,F05,/features/visual_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F034.npy,/features/acoustic_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F034.npy,/features/lexical_features/Session5/Ses05M_script02_2/Ses05M_script02_2_F034.npy,2
923,Ses04F_script01_3_F015,F04,/features/visual_features/Session4/Ses04F_script01_3/Ses04F_script01_3_F015.npy,/features/acoustic_features/Session4/Ses04F_script01_3/Ses04F_script01_3_F015.npy,/features/lexical_features/Session4/Ses04F_script01_3/Ses04F_script01_3_F015.npy,2
423,Ses02F_script03_1_F026,F02,/features/visual_features/Session2/Ses02F_script03_1/Ses02F_script03_1_F026.npy,/features/acoustic_features/Session2/Ses02F_script03_1/Ses02F_script03_1_F026.npy,/features/lexical_features/Session2/Ses02F_script03_1/Ses02F_script03_1_F026.npy,2
801,Ses03M_script01_3_F034,F03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F034.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F034.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F034.npy,2
280,Ses01M_script03_1_F004,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,2
762,Ses03M_impro07_F019,F03,/features/visual_features/Session3/Ses03M_impro07/Ses03M_impro07_F019.npy,/features/acoustic_features/Session3/Ses03M_impro07/Ses03M_impro07_F019.npy,/features/lexical_features/Session3/Ses03M_impro07/Ses03M_impro07_F019.npy,2
650,Ses03F_script01_3_M018,M03,/features/visual_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M018.npy,/features/acoustic_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M018.npy,/features/lexical_features/Session3/Ses03F_script01_3/Ses03F_script01_3_M018.npy,2
567,Ses03F_impro03_F014,F03,/features/visual_features/Session3/Ses03F_impro03/Ses03F_impro03_F014.npy,/features/acoustic_features/Session3/Ses03F_impro03/Ses03F_impro03_F014.npy,/features/lexical_features/Session3/Ses03F_impro03/Ses03F_impro03_F014.npy,2
1063,Ses05F_impro03_F029,F05,/features/visual_features/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,/features/acoustic_features/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,/features/lexical_features/Session5/Ses05F_impro03/Ses05F_impro03_F029.npy,2
122,Ses01F_script02_1_M044,M01,/features/visual_features/Session1/Ses01F_script02_1/Ses01F_script02_1_M044.npy,/features/acoustic_features/Session1/Ses01F_script02_1/Ses01F_script02_1_M044.npy,/features/lexical_features/Session1/Ses01F_script02_1/Ses01F_script02_1_M044.npy,2
386,Ses02F_script01_3_F029,F02,/features/visual_features/Session2/Ses02F_script01_3/Ses02F_script01_3_F029.npy,/features/acoustic_features/Session2/Ses02F_script01_3/Ses02F_script01_3_F029.npy,/features/lexical_features/Session2/Ses02F_script01_3/Ses02F_script01_3_F029.npy,2
1212,Ses05M_impro03_M024,M05,/features/visual_features/Session5/Ses05M_impro03/Ses05M_impro03_M024.npy,/features/acoustic_features/Session5/Ses05M_impro03/Ses05M_impro03_M024.npy,/features/lexical_features/Session5/Ses05M_impro03/Ses05M_impro03_M024.npy,2
764,Ses03M_impro07_M025,M03,/features/visual_features/Session3/Ses03M_impro07/Ses03M_impro07_M025.npy,/features/acoustic_features/Session3/Ses03M_impro07/Ses03M_impro07_M025.npy,/features/lexical_features/Session3/Ses03M_impro07/Ses03M_impro07_M025.npy,2
803,Ses03M_script01_3_M008,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M008.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M008.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M008.npy,2
961,Ses04M_impro03_M026,M04,/features/visual_features/Session4/Ses04M_impro03/Ses04M_impro03_M026.npy,/features/acoustic_features/Session4/Ses04M_impro03/Ses04M_impro03_M026.npy,/features/lexical_features/Session4/Ses04M_impro03/Ses04M_impro03_M026.npy,2
1072,Ses05F_impro03_M030,M05,/features/visual_features/Session5/Ses05F_impro03/Ses05F_impro03_M030.npy,/features/acoustic_features/Session5/Ses05F_impro03/Ses05F_impro03_M030.npy,/features/lexical_features/Session5/Ses05F_impro03/Ses05F_impro03_M030.npy,2
223,Ses01M_impro07_F034,F01,/features/visual_features/Session1/Ses01M_impro07/Ses01M_impro07_F034.npy,/features/acoustic_features/Session1/Ses01M_impro07/Ses01M_impro07_F034.npy,/features/lexical_features/Session1/Ses01M_impro07/Ses01M_impro07_F034.npy,2
602,Ses03F_impro07_F005,F03,/features/visual_features/Session3/Ses03F_impro07/Ses03F_impro07_F005.npy,/features/acoustic_features/Session3/Ses03F_impro07/Ses03F_impro07_F005.npy,/features/lexical_features/Session3/Ses03F_impro07/Ses03F_impro07_F005.npy,2
1065,Ses05F_impro03_F031,F05,/features/visual_features/Session5/Ses05F_impro03/Ses05F_impro03_F031.npy,/features/acoustic_features/Session5/Ses05F_impro03/Ses05F_impro03_F031.npy,/features/lexical_features/Session5/Ses05F_impro03/Ses05F_impro03_F031.npy,2
707,Ses03M_impro03_M030,M03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_M030.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_M030.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_M030.npy,2
1164,Ses05F_script02_2_F015,F05,/features/visual_features/Session5/Ses05F_script02_2/Ses05F_script02_2_F015.npy,/features/acoustic_features/Session5/Ses05F_script02_2/Ses05F_script02_2_F015.npy,/features/lexical_features/Session5/Ses05F_script02_2/Ses05F_script02_2_F015.npy,2
16,Ses01F_impro03_F009,F01,/features/visual_features/Session1/Ses01F_impro03/Ses01F_impro03_F009.npy,/features/acoustic_features/Session1/Ses01F_impro03/Ses01F_impro03_F009.npy,/features/lexical_features/Session1/Ses01F_impro03/Ses01F_impro03_F009.npy,2
934,Ses04F_script02_1_M011,M04,/features/visual_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M011.npy,/features/acoustic_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M011.npy,/features/lexical_features/Session4/Ses04F_script02_1/Ses04F_script02_1_M011.npy,2
350,Ses02F_impro07_M018,M02,/features/visual_features/Session2/Ses02F_impro07/Ses02F_impro07_M018.npy,/features/acoustic_features/Session2/Ses02F_impro07/Ses02F_impro07_M018.npy,/features/lexical_features/Session2/Ses02F_impro07/Ses02F_impro07_M018.npy,2
1153,Ses05F_script01_3_F003,F05,/features/visual_features/Session5/Ses05F_script01_3/Ses05F_script01_3_F003.npy,/features/acoustic_features/Session5/Ses05F_script01_3/Ses05F_script01_3_F003.npy,/features/lexical_features/Session5/Ses05F_script01_3/Ses05F_script01_3_F003.npy,2
287,Ses01M_script03_1_M031,M01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M031.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M031.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M031.npy,2
1209,Ses05M_impro03_M009,M05,/features/visual_features/Session5/Ses05M_impro03/Ses05M_impro03_M009.npy,/features/acoustic_features/Session5/Ses05M_impro03/Ses05M_impro03_M009.npy,/features/lexical_features/Session5/Ses05M_impro03/Ses05M_impro03_M009.npy,2
1073,Ses05F_impro03_M038,M05,/features/visual_features/Session5/Ses05F_impro03/Ses05F_impro03_M038.npy,/features/acoustic_features/Session5/Ses05F_impro03/Ses05F_impro03_M038.npy,/features/lexical_features/Session5/Ses05F_impro03/Ses05F_impro03_M038.npy,2
568,Ses03F_impro03_F015,F03,/features/visual_features/Session3/Ses03F_impro03/Ses03F_impro03_F015.npy,/features/acoustic_features/Session3/Ses03F_impro03/Ses03F_impro03_F015.npy,/features/lexical_features/Session3/Ses03F_impro03/Ses03F_impro03_F015.npy,2
708,Ses03M_impro03_M031,M03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_M031.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_M031.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_M031.npy,2
1269,Ses05M_impro08_F025,F05,/features/visual_features/Session5/Ses05M_impro08/Ses05M_impro08_F025.npy,/features/acoustic_features/Session5/Ses05M_impro08/Ses05M_impro08_F025.npy,/features/lexical_features/Session5/Ses05M_impro08/Ses05M_impro08_F025.npy,2
251,Ses01M_script01_3_F016,F01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F016.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F016.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F016.npy,2
